ciudad,año_construcción,metros_cuadrados,planta/piso,tipo_inmueble,dormitorios,baños,Clase_energia,precio_venta,calle,Fecha_publicación,Pais,ascensor,consumo_energia,contrato,zona,calefaccion
Valladolid,1981,110.00,,Popular,,1 baño,g,59900,Calle Ecuador,2024-10-25 20:31:19,es,Sí,"405,3 kW h/m&sup2; año",venta,Arturo Eyries,
