Referencia,zona,contrato,ascensor,calle,consumo_energia,dormitorios,precio_venta,ciudad,baños,planta/piso,tipo_inmueble,calefaccion,año_construcción,Comunidad Autonoma,Clase_energia,Pais,Fecha_publicación,Superficie
596204,Santa Cruz De Tenerife,venta,,Rbla. de Sta. Cruz,120 kW h/m&sup2; año,3 dorm.,285000,Santa Cruz De Tenerife,2 baños,Media,Popular,,1986,Canarias,g,es,2024-10-11 12:44:57,86.00
585517,Santa Cruz De Tenerife,venta,Sí,Av. de Madrid,147 kW h/m&sup2; año,4 dorm.,379000,Santa Cruz De Tenerife,2 baños,1 (planta media),Media,,2001,Canarias,g,es,2024-07-01 10:21:23,109.00
587787,Santa Cruz De Tenerife,venta,Sí,Av. de Madrid,147 kWh/m&sup2; año,2 dorm.,299000,Santa Cruz De Tenerife,2 baños,1 (planta baja),Media,,2001,Canarias,g,es,2024-10-04 18:57:03,112.00
586185,Santa Cruz De Tenerife,venta,,C. Verderón,50 kW h/m&sup2; año,3 dorm.,149900,Santa Cruz De Tenerife,2 baños,,Popular,,2006,Canarias,d,es,2024-07-31 12:40:54,97.00
587032,Santa Cruz De Tenerife,venta,,Calle Lope de Vega,134 kW h/m&sup2; año,3 dorm.,250000,Santa Cruz De Tenerife,2 baños,1 (planta baja),De época,,1964,Canarias,g,es,2024-07-10 21:32:24,107.00
582528,Santa Cruz De Tenerife,venta,Sí,C. el Winche,120 kW h/m&sup2; año,4 dorm.,210000,Santa Cruz De Tenerife,2 baños,Baja,Popular,,2004,Canarias,f,es,2024-05-15 14:49:16,134.00
570698,Cruz Del Señor,venta,,C. Desiré Dugour,,3 dorm.,198000,Santa Cruz De Tenerife,,3 (planta media),Popular,,1973,Canarias,,es,2024-03-12 10:53:35,95.00
598730,Pajarillos ,venta,,Calle Zorzal,"292,0 kWh/m&sup2; año",3 dorm.,79900,Valladolid,1 baño,2,Popular,Independiente,1970,Castilla Y León,f,es,2024-10-31 20:26:06,86.00
587640,Delicias,venta,,C. de San Isidro,"304,85 kWh/m&sup2; año",4 dorm.,97500,Valladolid,1 baño,2 (planta media),Media,,1964,Castilla Y León,e,es,2024-07-01 19:04:55,100.00
589620,Pajarillos ,venta,,Calle Gallo,261 kW h/m&sup2; año,3 dorm.,74900,Valladolid,1 baño,1,Media,Independiente,1970,Castilla Y León,e,es,2024-10-31 12:37:19,78.00
594761,La Rondilla,venta,Sí,Calle Lope de Vega,"264,9 kWh/m&sup2; año",3 dorm.,94900,Valladolid,1 baño,1,Popular,,1967,Castilla Y León,e,es,2024-09-24 19:50:33,83.00
595855,Vadillo - Batallas,venta,Sí,Calle Huelgas,"281,1 kWh/m&sup2; año",4 dorm.,198000,Valladolid,2 baños,,Popular,centralizada (Gas),1972,Castilla Y León,e,es,2024-10-16 16:59:13,110.00
598033,Arturo Eyries,venta,Sí,Calle Ecuador,"405,3 kW h/m&sup2; año",3 dorm.,59900,Valladolid,1 baño,,Popular,,1981,Castilla Y León,g,es,2024-10-25 20:31:19,110.00
597523,Centro Ciudad,venta,,C. Veinte de Febrero,"250,9 kWh/m&sup2; año",1 dorm.,98000,Valladolid,1 baño,Media,Popular,,1972,Castilla Y León,e,es,2024-10-30 18:01:08,94.00
599025,Delicias,venta,Sí,C/ Ebro,"314,8 kW h/m&sup2; año",3 dorm.,50000,Valladolid,1 baño,Alta,Media,Independiente (Gas),1969,Castilla Y León,f,es,2024-10-28 18:44:09,69.00
599447,Delicias,venta,Sí,C. Celtas Cortos,"244,7 kW h/m&sup2; año",3 dorm.,83000,Valladolid,1 baño,2,Popular,Independiente (Gas),1970,Castilla Y León,e,es,2024-10-30 13:48:00,70.00
585574,Delicias,venta,Sí,C. Gral. Shelly,"104,82 kW h/m&sup2; año",3 dorm.,65000,Valladolid,1 baño,Baja,Popular,,1970,Castilla Y León,e,es,2024-06-18 18:24:53,62.00
505770,Centro Ciudad,venta,Sí,P.º Isabel la Catolica,142 kW h/m&sup2; año,4 dorm.,379900,Valladolid,2 baños,14,Señorial,centralizada (Gas),1973,Castilla Y León,c,es,2024-10-30 13:19:56,163.00
551279,Puente Jardín,venta,,Calle Villanubla,"95,7 kWh/m&sup2; año",4 dorm.,156000,Valladolid,1 baño,1,Popular,,1976,Castilla Y León,e,es,2024-03-08 20:25:23,154.00
597693,Hospital - Universidad,venta,,C. de Sta. Clara,"222,7 kWh/m&sup2; año",4 dorm.,199900,Valladolid,2 baños,6 (planta alta),Popular,Independiente (Gas),1974,Castilla Y León,e,es,2024-10-23 20:47:20,125.00
592146,La Rondilla,venta,,Calle de Portillo de Balboa,"284,20 kWh/m&sup2; año",3 dorm.,99900,Valladolid,1 baño,5,Popular,Independiente (Gas),1978,Castilla Y León,f,es,2024-08-29 13:03:37,90.00
572373,La Rondilla,venta,,C. del Amor de Dios,"390,1 kW h/m&sup2; año",3 dorm.,93000,Valladolid,1 baño,,Popular,Independiente (Gas),1969,Castilla Y León,g,es,2024-08-27 12:41:15,76.00
598903,Palomarejos,venta,,C. Pablo Neruda,"224,7 kW h/m&sup2; año",,59900,Toledo,,,Media,,1956,Castilla-La Mancha,e,es,2024-10-24 13:03:10,37.00
599119,Casco Histórico,venta,,C. Plata,"259,7 kW h/m&sup2; año",1 dorm.,129990,Toledo,1 baño,,Popular,"Independiente (Eléctrica, Radiadores)",1900,Castilla-La Mancha,f,es,2024-10-28 17:29:57,51.00
581943,Buenavista - Av. Irlanda,venta,,C. Reino Unido,"103,9 kWh/m&sup2; año",3 dorm.,304900,Toledo,2 baños,1,Popular,Independiente (Gas),1999,Castilla-La Mancha,d,es,2024-05-09 10:07:35,120.00
573371,Casco Histórico,venta,,C. Sacramento,"178,0 kWh/m&sup2; año",3 dorm.,130000,Toledo,1 baño,,Media,Independiente,1960,Castilla-La Mancha,e,es,2024-08-10 11:34:22,103.00
598227,Polígono S.m. Benquerencia,venta,Sí,C. Laguna de Arcas,"130,3 kW h/m&sup2; año",3 dorm.,159900,Toledo,2 baños,,Popular,Independiente (Gas),2011,Castilla-La Mancha,e,es,2024-10-24 19:34:39,104.00
589323,Santa Barbara,venta,,C. Tejar,"118,7 kW h/m&sup2; año",3 dorm.,114990,Toledo,2 baños,3,Media,,2010,Castilla-La Mancha,e,es,2024-10-10 13:36:31,134.00
599229,Polígono S.m. Benquerencia,venta,,Av. del Río Boladiez,"90,5 kW h/m&sup2; año",3 dorm.,179900,Toledo,2 baños,3,Media,Independiente (Gas),2007,Castilla-La Mancha,d,es,2024-10-25 21:00:15,104.00
503021,Palomarejos,venta,,C. Madre Teresa de Calcuta,"226,2 kWh/m&sup2; año",3 dorm.,99900,Toledo,1 baño,,Media,Independiente (Eléctrica),1960,Castilla-La Mancha,e,es,2024-10-22 12:35:09,59.00
596019,Santa Barbara,venta,,C. de los Estudios,"125,6 kW h/m&sup2; año",2 dorm.,114990,Toledo,1 baño,,Media,,2006,Castilla-La Mancha,e,es,2024-10-23 10:53:20,98.00
583086,Avenida De Europa - San Antón - Plaza De Toros,venta,,Av. de Europa,"151,0 kW h/m&sup2; año",4 dorm.,359990,Toledo,3 baños,,Media,Independiente (Gas),1991,Castilla-La Mancha,e,es,2024-05-22 12:23:56,196.00
579310,Avenida De Europa - San Antón - Plaza De Toros,venta,Sí,C. Huérfanos Cristinos,"137,4 kW h/m&sup2; año",3 dorm.,299900,Toledo,3 baños,,Señorial,Independiente (Gas),2001,Castilla-La Mancha,e,es,2024-07-31 19:41:45,160.00
598270,Santa Barbara,venta,,Paseo de la Rosa,85 kWh/m&sup2; año,3 dorm.,114990,Toledo,1 baño,2,Media,,1980,Castilla-La Mancha,d,es,2024-10-17 19:39:04,90.00
585277,Santa Barbara,venta,,P.º de la Rosa,110 kWh/m&sup2; año,5 dorm.,194990,Toledo,2 baños,4,Popular,,2000,Castilla-La Mancha,e,es,2024-06-27 19:51:25,140.00
587263,Casco Histórico,venta,,C. de la Merced,"281,1 kWh/m&sup2; año",2 dorm.,115000,Toledo,1 baño,1,Media,Independiente (Gas),1880,Castilla-La Mancha,g,es,2024-06-26 18:08:04,87.00
594578,Casco Histórico,venta,,Plaza de la Merced,"119,7 kWh/m&sup2; año",1 dorm.,119990,Toledo,1 baño,,Popular,,2008,Castilla-La Mancha,d,es,2024-09-16 20:20:44,60.00
582110,Nova Esquerra De L'Eixample (Alta),venta,Sí,Carrer del Consell de Cent,94 kWh/m&sup2; año,3 dorm.,530000,Barcelona,1 baño,8 (planta ático),Popular,,1979,Cataluña,d,es,2024-05-10 20:00:12,79.00
582471,Nova Esquerra De L'Eixample (Alta),venta,Sí,Carrer del Comte Borrell,293 kWh/m&sup2; año,2 dorm.,545000,Barcelona,1 baño,7 (planta ático),Popular,centralizada (Aéreo Termo),1966,Cataluña,g,es,2024-09-25 20:10:02,90.00
592256,Nova Esquerra De L'Eixample (Alta),venta,Sí,Carrer de la Diputació,,2 dorm.,309000,Barcelona,1 baño,3 (planta media),Media,Independiente (Gas),1976,Cataluña,,es,2024-09-25 20:09:45,65.00
597185,Nova Esquerra De L'Eixample (Alta),venta,,Carrer de Rocafort,207 kWh/m&sup2; año,3 dorm.,325000,Barcelona,1 baño,4 (planta media),Popular,,1969,Cataluña,e,es,2024-10-10 12:58:53,83.00
599819,La Dreta De L'Eixample,venta,,Passeig de Sant Joan,,2 dorm.,540000,Barcelona,1 baño,3 (planta media),Señorial,Independiente (Gas),1940,Cataluña,,es,2024-10-31 19:53:22,93.00
590445,Plaça De Sants,venta,,Carrer de Premià,170 kW h/m&sup2; año,4 dorm.,259000,Barcelona,1 baño,3,Media,,1910,Cataluña,e,es,2024-08-05 19:46:48,78.00
598615,Hostafrancs,venta,,Carrer de la Creu Coberta,166 kW h/m&sup2; año,4 dorm.,260000,Barcelona,1 baño,3 (planta ático),De época,,1900,Cataluña,e,es,2024-10-21 11:45:28,70.00
599799,La Prosperitat,venta,Sí,Carrer de Pablo Iglesias,999 kW h/m&sup2; año,,205000,Barcelona,,1,De época,,1962,Cataluña,g,es,2024-10-31 19:50:03,66.00
599744,Hostafrancs,venta,,Carrer del Príncep Jordi,185 kW h/m&sup2; año,4 dorm.,390000,Barcelona,1 baño,,Media,Independiente (Gas),1969,Cataluña,e,es,2024-10-31 16:53:22,127.00
556775,Plaça Maragall,venta,,Carrer de Campo Florido,273 kWh/m&sup2; año,3 dorm.,185000,Barcelona,1 baño,2 (planta media),Popular,,1960,Cataluña,g,es,2024-08-23 19:01:45,81.00
596730,La Pau,venta,Sí,Avinguda de Les Corts Catalanes,136 kWh/m&sup2; año,4 dorm.,220000,Barcelona,1 baño,7 (planta alta),Media,,1968,Cataluña,e,es,2024-10-03 17:49:31,81.00
599721,Plaça De Sants,venta,,C/ de Sant Jordi,185 kWh/m&sup2; año,3 dorm.,330000,Barcelona,1 baño,,Media,,1924,Cataluña,e,es,2024-10-31 17:33:00,79.00
594228,Verdun,venta,Sí,Carrer de Viladrosa,269 kW h/m&sup2; año,3 dorm.,295000,Barcelona,1 baño,5,Popular,Independiente (Gas),1968,Cataluña,e,es,2024-10-31 19:07:27,78.00
596544,Les Corts - Diagonal,venta,Sí,Travessera de les Corts,120 kWh/m&sup2; año,4 dorm.,390000,Barcelona,2 baños,4 (planta media),Media,Independiente (Gas),1967,Cataluña,e,es,2024-10-24 20:25:54,82.00
599451,Sants-Montjuic,venta,,Carrer de Portugalete,36 kWh/m&sup2; año,4 dorm.,350000,Barcelona,1 baño,3 (planta alta),Media,,1978,Cataluña,e,es,2024-10-31 17:37:46,80.00
595459,,venta,,Carrer de Misericòrdia,"104,09 kWh/m&sup2; año",3 dorm.,145000,Tarragona,1 baño,4 (planta alta),Media,,1971,Cataluña,e,es,2024-10-16 10:50:25,80.00
594867,Tarragona,venta,,Avinguda de Ramón y Cajal,19 kWh/m&sup2; año,3 dorm.,50000,Tarragona,1 baño,7,Media,Independiente,1967,Cataluña,c,es,2024-09-17 13:25:24,94.00
587883,Tarragona,venta,Sí,Carrer Higini Anglès,106 kW h/m&sup2; año,4 dorm.,190000,Tarragona,1 baño,4 (planta media),Media,centralizada (Gas),1975,Cataluña,e,es,2024-07-10 10:59:40,112.00
596623,,venta,Sí,Violant De Hungría,105 kWh/m&sup2; año,3 dorm.,175000,Tarragona,2 baños,1 (planta media),Popular,Independiente (Termo Ventilación),1994,Cataluña,e,es,2024-10-10 17:32:38,102.00
599332,,venta,,Bloc Sant Jordi,157 kWh/m&sup2; año,2 dorm.,65000,Tarragona,1 baño,,Media,,1969,Cataluña,e,es,2024-10-28 11:27:11,70.00
599334,,venta,,Bloc Sant Mateu,150 kW h/m&sup2; año,3 dorm.,60000,Tarragona,,,Media,,1969,Cataluña,e,es,2024-10-28 11:30:18,70.00
594501,Torreforta,venta,,C/ Illes Balears,103 kW h/m&sup2; año,3 dorm.,110000,Tarragona,1 baño,,Popular,,1970,Cataluña,e,es,2024-09-17 13:29:50,76.00
586867,,venta,,Carrer d'en Goya,105 kWh/m&sup2; año,3 dorm.,129000,Tarragona,1 baño,,Media,,1962,Cataluña,f,es,2024-06-28 09:59:03,80.00
584050,Alto Extremadura - Paseo Extremadura,venta,Sí,C/ de los Sagrados Corazones,270 kWh/m&sup2; año,3 dorm.,240000,Madrid,2 baños,1 (planta media),Media,Independiente (Gas),1961,Comunidad De Madrid,e,es,2024-06-27 20:56:45,76.00
599864,,venta,,Calle Pico de la Maliciosa,187 kWh/m&sup2; año,1 dorm.,80000,Madrid,,1 (planta media),Popular,,1930,Comunidad De Madrid,e,es,2024-10-31 20:50:00,27.00
597087,Valdezarza,venta,Sí,Calle de Valderrey,248 kWh/m&sup2; año,3 dorm.,330000,Madrid,1 baño,2,Media,,1965,Comunidad De Madrid,e,es,2024-10-30 13:28:06,79.00
599247,Moratalaz,venta,,C. de Arroyo de Fontarrón,"242,7 kW h/m&sup2; año",2 dorm.,215000,Madrid,1 baño,1,Popular,Independiente,1970,Comunidad De Madrid,e,es,2024-10-31 18:58:19,58.00
599069,Puerta Toledo,venta,Sí,C/ de la Ribera de Curtidores,,,599900,Madrid,2 baños,,Media,,1993,Comunidad De Madrid,,es,2024-10-31 19:29:50,144.00
597719,Ciudad De Los Angeles,venta,,Calle Arama,,3 dorm.,285000,Madrid,2 baños,1,Media,centralizada (A Gasoil),1979,Comunidad De Madrid,,es,2024-10-14 18:52:22,112.00
597882,Aluche,venta,Sí,Calle los Yébenes,380 kWh/m&sup2; año,2 dorm.,210000,Madrid,1 baño,,Popular,Independiente (Gas),1965,Comunidad De Madrid,g,es,2024-10-31 19:10:29,65.00
599463,Aluche,venta,Sí,Calle de Ocaña,350 kWh/m&sup2; año,2 dorm.,275000,Madrid,1 baño,,Popular,centralizada (Radiadores),1970,Comunidad De Madrid,f,es,2024-10-31 10:49:42,71.00
598292,Moratalaz,venta,,C. del Corregidor Juan Francisco de Luján,341 kWh/m&sup2; año,3 dorm.,259000,Madrid,1 baño,3,Popular,Independiente (Eléctrica),1962,Comunidad De Madrid,g,es,2024-10-21 09:15:25,72.00
588797,Moratalaz,venta,Sí,C. de Arroyo de Fontarrón,196 kWh/m&sup2; año,4 dorm.,379000,Madrid,2 baños,2,Señorial,centralizada (A Gasoil),1967,Comunidad De Madrid,e,es,2024-07-18 19:03:18,128.00
597760,Valdezarza,venta,,Calle azuaga,"160,8 kWh/m&sup2; año",4 dorm.,265000,Madrid,1 baño,3 (planta media),Media,,1950,Comunidad De Madrid,e,es,2024-10-31 12:22:22,72.00
596240,Valdezarza,venta,,Calle azuaga,"159,5 kW h/m&sup2; año",4 dorm.,260000,Madrid,2 baños,3 (planta media),Media,Independiente (Gas),1950,Comunidad De Madrid,e,es,2024-10-22 18:53:49,72.00
584843,Valdezarza,venta,,Calle de Ofelia Nieto,"173,6 kWh/m&sup2; año",3 dorm.,280000,Madrid,1 baño,,Popular,Independiente (Gas),1950,Comunidad De Madrid,e,es,2024-06-04 18:14:21,72.00
478099,Plaza De España,venta,Sí,Calle Ventura Rodríguez,346 kW h/m&sup2; año,3 dorm.,650000,Madrid,2 baños,1 (planta media),Media,centralizada (Gas),1978,Comunidad De Madrid,g,es,2023-12-18 10:15:32,135.00
583928,Plaza De España,venta,Sí,Calle Ponciano,,8 dorm.,1000000,Madrid,2 baños,,Popular,,1969,Comunidad De Madrid,,es,2024-05-29 17:17:27,229.00
599370,Benalua,venta,,Calle Deportista Ángel Aznar,,2 dorm.,129000,Alicante,1 baño,3 (planta media),Popular,Independiente (Eléctrica),1962,Comunidad Valenciana,,es,2024-10-31 19:47:38,94.00
599838,Pla - Carolinas,venta,,C. San Pablo,118 kW h/m&sup2; año,3 dorm.,105000,Alicante,1 baño,1,Media,,1964,Comunidad Valenciana,e,es,2024-10-31 18:07:46,60.00
595468,Pla - Carolinas,venta,,C. Enrique Monsonís Domingo,118 kW h/m&sup2; año,2 dorm.,85000,Alicante,1 baño,3 (planta media),Popular,,1966,Comunidad Valenciana,e,es,2024-09-23 13:57:12,55.00
594072,Pla - Carolinas,venta,,Calle Lérida,38 kWh/m&sup2; año,3 dorm.,156000,Alicante,2 baños,,Media,centralizada (Eléctrica),1982,Comunidad Valenciana,e,es,2024-09-19 18:10:06,91.00
597517,Benalua,venta,,Plaza Navarro Rodrigo,,,195000,Alicante,,2,Señorial,,1963,Comunidad Valenciana,,es,2024-10-28 10:01:41,92.00
585923,Benalua,venta,,Calle Alberola,,3 dorm.,165000,Alicante,2 baños,Media,Popular,,1974,Comunidad Valenciana,,es,2024-07-26 19:10:35,112.00
592877,Benalua,venta,,Calle San Agatangelo,,3 dorm.,159000,Alicante,1 baño,2,Popular,Independiente,1993,Comunidad Valenciana,,es,2024-08-27 12:30:02,74.00
599524,Pla - Carolinas,venta,,C. Dr. Sapena,,3 dorm.,85000,Alicante,,,Media,,1962,Comunidad Valenciana,,es,2024-10-29 10:46:09,73.00
597331,Tómbola,venta,Sí,Pl. Mediterraneo,,3 dorm.,135000,Alicante,1 baño,Baja,Media,,1979,Comunidad Valenciana,,es,2024-10-28 20:15:34,74.00
599483,Altozano - Campoamor,venta,,C. Francisco Carratalá Cernuda,,3 dorm.,129000,Alicante,,1,Popular,,1984,Comunidad Valenciana,,es,2024-10-28 20:14:57,72.00
599170,Altozano - Campoamor,venta,,Pl. San Juan de Dios,,3 dorm.,129000,Alicante,,1 (planta baja),Media,,1964,Comunidad Valenciana,,es,2024-10-28 20:15:00,89.00
598531,Babel - La Florida,venta,,C. León XIII,,2 dorm.,109000,Alicante,1 baño,1 (planta media),Popular,,1962,Comunidad Valenciana,,es,2024-10-28 10:08:10,60.00
595893,Babel - La Florida,venta,,C. Jaime Niñoles,215 kW h/m&sup2; año,3 dorm.,104999,Alicante,1 baño,Planta baja,Señorial,,1960,Comunidad Valenciana,d,es,2024-10-28 10:17:33,57.00
598294,Virgen Del Remedio,venta,,Carrer Granada,203 kWh/m&sup2; año,2 dorm.,75000,Alicante,2 baños,,Media,,1975,Comunidad Valenciana,g,es,2024-10-21 18:17:05,75.00
586883,San Blas,venta,Sí,Calle Callosa de Segura,,3 dorm.,179900,Alicante,2 baños,,Popular,,1975,Comunidad Valenciana,,es,2024-06-21 10:48:21,92.00
598859,Monteolivete - Waskman,venta,,C/ de Montitxelvo,,2 dorm.,120000,Valencia,1 baño,4 (planta alta),Popular,,1961,Comunidad Valenciana,,es,2024-10-25 20:05:52,53.00
595903,Nuevo Benicalap - Ciudad Fallera,venta,,C. Lorenzo Saiz,,2 dorm.,155000,Valencia,,,Popular,,2011,Comunidad Valenciana,,es,2024-10-07 18:12:04,75.00
599655,Jesus,venta,Sí,Calle Jerónima Galés,,2 dorm.,187500,Valencia,1 baño,4,Media,,1967,Comunidad Valenciana,,es,2024-10-31 14:30:21,79.00
599828,Jesus,venta,Sí,Calle Juan de Garay,,2 dorm.,197500,Valencia,1 baño,3,Media,Independiente (Gas),1973,Comunidad Valenciana,,es,2024-10-31 14:31:15,99.00
594574,Cabañal - Canyamelar,venta,Sí,Calle De La Reina,,3 dorm.,335000,Valencia,1 baño,4 (planta alta),Señorial,,1957,Comunidad Valenciana,,es,2024-09-24 12:41:02,98.00
599472,Cabañal - Canyamelar,venta,,C/ d'Osset,,3 dorm.,165000,Valencia,1 baño,2 (planta media),Media,,1972,Comunidad Valenciana,,es,2024-10-31 13:52:25,73.00
596963,Monteolivete - Waskman,venta,,Carrer de Planas,,2 dorm.,190000,Valencia,1 baño,,Popular,,1946,Comunidad Valenciana,,es,2024-10-14 19:33:49,60.00
598521,Camins Al Grau,venta,Sí,Carrer dels Lleons,218 kWh/m&sup2; año,3 dorm.,186900,Valencia,1 baño,,Media,,1967,Comunidad Valenciana,g,es,2024-10-27 11:12:44,79.00
521196,Camins Al Grau,venta,Sí,Carrer de Peris Brell,203 kW h/m&sup2; año,2 dorm.,217000,Valencia,1 baño,2 (planta media),Señorial,,1957,Comunidad Valenciana,g,es,2024-10-27 11:12:51,86.00
592139,El Grau,venta,,Calle Isaac Peral,,4 dorm.,270000,Valencia,2 baños,3 (planta media),Media,,1980,Comunidad Valenciana,,es,2024-09-24 09:45:40,103.00
595101,La Malvarrosa,venta,Sí,Pintor Ferrandis,,3 dorm.,230000,Valencia,1 baño,Baja,Media,,1976,Comunidad Valenciana,,es,2024-09-23 09:47:12,82.00
597794,Nuevo Benicalap - Ciudad Fallera,venta,,Calle Regino Mas,,3 dorm.,107500,Valencia,1 baño,,Señorial,,1969,Comunidad Valenciana,,es,2024-10-24 16:34:23,66.00
598719,Campanar - Nuevo Centro,venta,Sí,Carrer del Monestir de Poblet,,3 dorm.,245000,Valencia,1 baño,,Señorial,,1965,Comunidad Valenciana,,es,2024-10-24 15:55:21,87.00
505779,L'Olivereta - Av Del Cid,venta,,Carrer de Manolo Taberner,221 kWh/m&sup2; año,4 dorm.,160000,Valencia,1 baño,1 (planta baja),Popular,,1967,Comunidad Valenciana,g,es,2022-03-24 19:16:41,85.00
591502,Torrefiel,venta,,Carrer de Jacomart,,3 dorm.,160000,Valencia,1 baño,,Señorial,,1977,Comunidad Valenciana,,es,2024-08-06 17:35:09,87.00
584884,San Fernando,venta,,Argüello Carvajal Teologo Siglo XVII,,3 dorm.,82900,Badajoz,1 baño,2 (planta media),Popular,,1972,Extremadura,,es,2024-06-06 13:11:08,90.00
596265,San Fernando,venta,Sí,Av. Felipe Trigo,,3 dorm.,90000,Badajoz,2 baños,,Media,,2000,Extremadura,,es,2024-09-30 13:57:06,113.00
597104,Ciudad Jardin,venta,,C. San Isidro,,5 dorm.,220000,Badajoz,,1 (planta media),Popular,,1999,Extremadura,,es,2024-10-21 11:55:34,150.00
599564,San Fernando,venta,,C. Gabriel y Galán,,3 dorm.,92500,Badajoz,2 baños,7 (planta alta),Popular,,1979,Extremadura,,es,2024-10-29 19:13:24,84.00
591339,San Fernando,venta,Sí,Cardenal Cisneros,,2 dorm.,92500,Badajoz,2 baños,2 (planta media),Popular,,2006,Extremadura,,es,2024-10-29 17:58:36,72.00
598948,San Fernando,venta,,C. Estremoz,,3 dorm.,35000,Badajoz,1 baño,,Media,,1975,Extremadura,,es,2024-10-25 19:28:39,75.00
598741,Estacion De Autobuses,venta,,C. Suecia,,3 dorm.,92500,Badajoz,1 baño,Baja,Popular,,1999,Extremadura,,es,2024-10-22 11:54:37,90.00
598738,Ciudad Jardin,venta,,C. Suecia,,4 dorm.,87500,Badajoz,2 baños,1 (planta media),Popular,,1999,Extremadura,,es,2024-10-22 13:52:57,100.00
596581,Estacion De Autobuses,venta,,El Mimbrero,,3 dorm.,89900,Badajoz,1 baño,Media,Popular,,1990,Extremadura,,es,2024-10-18 17:35:09,90.00
597527,San Roque,venta,,C. Santo Cristo de la Paz,,4 dorm.,178900,Badajoz,2 baños,,Señorial,,1994,Extremadura,,es,2024-10-22 10:06:56,130.00
597877,Corte De Peleas,venta,,Corte de Peleas,,4 dorm.,199900,Badajoz,2 baños,,Señorial,,2002,Extremadura,,es,2024-10-16 13:51:21,122.00
598346,Ciudad Jardin,venta,,Cardenal Cisneros,,2 dorm.,92500,Badajoz,,Media,De época,,2006,Extremadura,,es,2024-10-18 17:28:24,72.00
597443,Ciudad Jardin,venta,,Av. María Auxiliadora,,3 dorm.,269000,Badajoz,,1 (planta media),Popular,,2008,Extremadura,,es,2024-10-09 20:11:57,132.00
595074,San Fernando,venta,Sí,C. Pintor Barjola,,3 dorm.,102500,Badajoz,1 baño,,Media,,1976,Extremadura,,es,2024-09-18 19:21:42,94.00
585547,San Roque,venta,,C. de José Macón,,2 dorm.,145500,Badajoz,1 baño,,Popular,,1998,Extremadura,,es,2024-06-10 19:13:23,111.00
590855,Txurdinaga,venta,,Gabriel Aresti Hiribidea,"116,9 kWh/m&sup2; año",3 dorm.,335000,Bilbao,2 baños,8 (planta alta),Popular,Independiente (Gas),1981,País Vasco,e,es,2024-07-30 13:59:34,105.00
599702,Otxarkoaga,venta,,Gárate Kalea,173 kW h/m&sup2; año,3 dorm.,260000,Bilbao,2 baños,Alta,Popular,Independiente (Gas),2002,País Vasco,e,es,2024-10-30 17:46:41,88.00
598659,Txurdinaga,venta,Sí,Julian Gaiarre Hiribidea,,2 dorm.,205000,Bilbao,1 baño,4 (planta media),Popular,,1995,País Vasco,,es,2024-10-21 18:41:37,75.00
598595,Basarrate - Bolueta,venta,,Pintor Losada,1000 kWh/m&sup2; año,2 dorm.,239000,Bilbao,2 baños,Baja,Media,Independiente (Gas),2000,País Vasco,c,es,2024-10-29 18:59:23,83.00
599275,Rekalde,venta,Sí,Orbegozo Matilde Kalea,189 kW h/m&sup2; año,1 dorm.,142826,Bilbao,1 baño,Baja,Media,centralizada (Gas),2008,País Vasco,e,es,2024-10-28 13:43:10,55.00
598472,Santutxu,venta,,Miraflores Etorbidea,,3 dorm.,325000,Bilbao,2 baños,Media,Popular,centralizada,1977,País Vasco,,es,2024-10-28 13:20:41,96.00
599187,Basarrate - Bolueta,venta,,Miraflores Etorbidea,137 kW h/m&sup2; año,3 dorm.,324990,Bilbao,2 baños,,De época,centralizada (Gas),1977,País Vasco,e,es,2024-10-25 17:21:40,94.00
595047,Solokoetxe,venta,Sí,Zabalbide Kalea,,3 dorm.,185000,Bilbao,1 baño,4,Popular,Independiente (Eléctrica),1949,País Vasco,,es,2024-09-19 18:39:35,63.00
598447,Atxuri,venta,,Atxuri Kalea,183 kW h/m&sup2; año,3 dorm.,285000,Bilbao,2 baños,3,Popular,Independiente (Eléctrica),1965,País Vasco,e,es,2024-10-21 10:44:24,135.00
596303,La Peña,venta,Sí,Bo. Olatxu,"188,8 kW h/m&sup2; año",4 dorm.,180000,Bilbao,,Alta,Popular,,1984,País Vasco,e,es,2024-09-30 19:12:33,105.00
595938,Basarrate - Bolueta,venta,,Bonaparte Luis Luciano Kalea,,3 dorm.,161000,Bilbao,1 baño,2 (planta baja),Media,,1956,País Vasco,,es,2024-09-30 12:59:53,62.00
595183,,venta,,C. Memorias,,2 dorm.,49990,Almería,,,Popular,,1930,Andalucía,,es,2024-09-23 14:04:40,71.00
592202,Almería - Centro Histórico,venta,Sí,C. Eduardo VII,,,130000,Almería,2 baños,,Popular,centralizada,2003,Andalucía,,es,2024-08-27 17:08:36,102.00
572805,Los Molinos - El Puche - Torrecardenas,venta,,C. Escuela de los Molinos,,,29900,Almería,,1 (planta baja),Popular,,1920,Andalucía,,es,2024-10-22 11:04:51,55.00
596706,,venta,,Calle C.andalucia,162 kW h/m&sup2; año,,474900,Almería,2 baños,Baja,Señorial,,1991,Andalucía,e,es,2024-10-03 16:12:05,336.00
582550,Los Molinos - El Puche - Torrecardenas,venta,,C. Costa Canaria,,4 dorm.,298000,Almería,3 baños,,Popular,,1992,Andalucía,,es,2024-06-19 18:05:26,206.00
