Referencia,zona,contrato,ascensor,calle,consumo_energia,dormitorios,precio_venta,ciudad,baños,planta/piso,tipo_inmueble,calefaccion,año_construcción,Comunidad Autonoma,Clase_energia,Pais,Fecha_publicación,Superficie
597237,Los Molinos - El Puche - Torrecardenas,venta,,Carrera del Mami,,,85000,Almería,1 baño,,Popular,,1961,Andalucía,,es,2024-10-08 11:48:47,71.00
595362,Almería - Centro Histórico,venta,,C. Hipócrates,,,49900,Almería,1 baño,Baja,Popular,centralizada,1930,Andalucía,,es,2024-10-07 18:10:10,55.00
591575,Almería - Centro Histórico,venta,,Calle Rosario,,,59999,Almería,,Baja,Popular,,1975,Andalucía,,es,2024-08-27 12:01:00,50.00
589220,Almería - Centro Histórico,venta,,C. Eduardo VII,,,130000,Almería,2 baños,Baja,Popular,centralizada,1987,Andalucía,,es,2024-08-27 10:42:19,86.00
594360,Los Molinos - El Puche - Torrecardenas,venta,,C. Lijar,,3 dorm.,154900,Almería,1 baño,3,Media,,2001,Andalucía,,es,2024-09-13 12:35:13,115.00
596052,La Cañada,venta,,C. Ave Fénix,"176,91 kWh/m&sup2; año",4 dorm.,139000,Almería,2 baños,,Popular,,2001,Andalucía,e,es,2024-09-27 19:34:05,141.00
591118,Almería - Centro Histórico,venta,,Calle Reducto,,,49999,Almería,1 baño,,Popular,centralizada,1936,Andalucía,,es,2024-08-27 11:56:04,54.00
519153,,venta,,C. Vera,"168,6 kWh/m&sup2; año",6 dorm.,185000,Almería,2 baños,,Media,,1967,Andalucía,e,es,2024-02-01 13:05:15,194.00
590288,Almería - Centro Histórico,venta,,C. Eduardo VII,,,116000,Almería,2 baños,,Popular,centralizada,1962,Andalucía,,es,2024-08-27 11:23:43,157.00
589016,,venta,,C. Cámaras,,,79990,Almería,,Baja,Señorial,,1935,Andalucía,,es,2024-08-14 11:34:35,118.00
588806,Puerta Tierra,venta,,C. Sancti Petri,,5 dorm.,310000,Cádiz,,Baja,Media,,1969,Andalucía,,es,2024-07-11 18:20:43,118.00
551406,Sector Sur - Campo La Verdad,venta,,Monseñor Juan Manuel Font del riego,,4 dorm.,85000,Cordoba,2 baños,,Media,,1950,Andalucía,,es,2023-07-11 19:30:51,190.00
563341,Sector Sur - Campo La Verdad,venta,,C. Medea,,2 dorm.,88000,Cordoba,1 baño,,Media,,1950,Andalucía,,es,2024-10-02 10:20:05,66.00
590043,Sector Sur - Campo La Verdad,venta,,C. Rey Don Pelayo,,3 dorm.,29900,Cordoba,1 baño,Baja,Media,,1950,Andalucía,,es,2024-07-23 19:36:34,85.00
595661,Sector Sur - Campo La Verdad,venta,,Calle Leovigildo,,2 dorm.,69900,Cordoba,1 baño,,Media,,2011,Andalucía,,es,2024-09-27 12:14:49,57.00
597875,Sector Sur - Campo La Verdad,venta,,Alfonso Onceno,,2 dorm.,69900,Cordoba,1 baño,Baja,Media,,2017,Andalucía,,es,2024-10-17 18:54:45,85.00
598181,Santa Rosa,venta,,C. el Encinar,,,49900,Cordoba,,Baja,Popular,,1982,Andalucía,,es,2024-10-16 13:18:45,129.00
594684,Sector Sur - Campo La Verdad,venta,,C. Horno,,3 dorm.,240000,Cordoba,3 baños,,Popular,,2000,Andalucía,,es,2024-09-17 12:41:58,118.00
595001,Sector Sur - Campo La Verdad,venta,,C. Secunda Romana,,3 dorm.,109000,Cordoba,2 baños,,Media,,2004,Andalucía,,es,2024-09-18 20:13:59,86.00
574359,Sector Sur - Campo La Verdad,venta,,Calle Yosuf,,3 dorm.,59800,Cordoba,1 baño,Baja,Media,,1953,Andalucía,,es,2024-10-01 17:55:15,60.00
570949,Sector Sur - Campo La Verdad,venta,,C. Rey Don Pelayo,,2 dorm.,145000,Cordoba,2 baños,,Popular,,1949,Andalucía,,es,2024-10-01 17:55:18,144.00
594295,Sector Sur - Campo La Verdad,venta,,C/ Aguilares,,3 dorm.,290000,Cordoba,3 baños,,Señorial,,2009,Andalucía,,es,2024-09-13 12:42:30,84.00
593345,Sector Sur - Campo La Verdad,venta,,Calle la Rábida,,2 dorm.,97500,Cordoba,1 baño,,Media,,1960,Andalucía,,es,2024-09-05 12:09:06,97.00
590044,Sector Sur - Campo La Verdad,venta,,C. Rey Don Pelayo,,3 dorm.,35000,Cordoba,,Baja,Media,,1950,Andalucía,,es,2024-07-23 19:39:27,85.00
583415,Sector Sur - Campo La Verdad,venta,,C. Cdad. de Carmona,,5 dorm.,168000,Cordoba,2 baños,,Media,,1991,Andalucía,,es,2024-05-21 17:51:12,189.00
590244,Sector Sur - Campo La Verdad,venta,,C. Pompeya Paulina,,3 dorm.,79990,Cordoba,1 baño,,Media,,1900,Andalucía,,es,2024-07-23 13:07:11,65.00
594278,Chana - Cerillo - Maracena,venta,,C. Pozo,"311,2 kW h/m&sup2; año",3 dorm.,114900,Granada,1 baño,,Popular,,1970,Andalucía,f,es,2024-10-31 19:49:10,114.00
598642,Chana - Villarejo - Barriada De La Cruz,venta,,C. Jesús Fandila,,,499000,Granada,,3,Popular,,1975,Andalucía,,es,2024-10-31 16:54:18,210.00
533122,Albayzín,venta,,Callejon Almona Albayzin,"311,8 kW h/m&sup2; año",4 dorm.,399900,Granada,2 baños,,Popular,,1900,Andalucía,f,es,2023-06-28 20:05:04,234.00
592706,Albayzín,venta,,Cta. Aljibe de Trillo,"375,28 kWh/m&sup2; año",3 dorm.,402000,Granada,3 baños,,Popular,Independiente,1910,Andalucía,g,es,2024-09-02 20:28:07,108.00
589327,Beiro - Plaza De Toros - Triunfo,venta,,Calle Cristo De La  Yedra 15,,3 dorm.,249900,Granada,1 baño,1,Popular,,1970,Andalucía,,es,2024-07-31 11:49:09,80.00
337288,Genil,venta,,C. Javier Tortosa,"205,13 kWh/m&sup2; año",4 dorm.,249000,Granada,3 baños,,Popular,,1997,Andalucía,e,es,2024-08-27 12:15:06,126.00
596454,Zaidín,venta,,Torre De Alquiza,,,447900,Granada,1 baño,,Popular,centralizada (Radiadores),1994,Andalucía,,es,2024-10-07 19:50:53,195.00
589322,Albayzín,venta,,C. Acequia de Aynadamar,"217,18 kW h/m&sup2; año",2 dorm.,79900,Granada,1 baño,,Media,,1950,Andalucía,e,es,2024-07-23 12:04:55,76.00
583606,Zaidín,venta,,C. Torre de las Rocas,,4 dorm.,470000,Granada,,3 (planta media),Señorial,centralizada (Gas),2006,Andalucía,,es,2024-05-29 13:02:31,203.00
591523,Albayzín,venta,,C. Luis Heredia Maya,"261,47 kWh/m&sup2; año",3 dorm.,299900,Granada,3 baños,,De época,centralizada (Radiadores),2002,Andalucía,e,es,2024-10-09 18:11:45,173.00
541529,Beiro - Plaza De Toros - Triunfo,venta,,C. Portería de Sta. Paula,"798,51 kWh/m&sup2; año",5 dorm.,180000,Granada,1 baño,3 (planta media),Popular,,1910,Andalucía,g,es,2024-01-01 18:44:01,178.00
595961,,venta,,Calle Sta. Cruz,"255,12 kWh/m&sup2; año",2 dorm.,77500,Jaén,2 baños,,Señorial,,2000,Andalucía,f,es,2024-10-07 19:17:12,90.00
555412,Jaén,venta,,C. Bobadilla Baja,,,23500,Jaén,2 baños,,Media,,1960,Andalucía,,es,2024-10-28 14:12:36,109.00
593413,Jaén,venta,,Carretera de Arbuniel,,5 dorm.,119000,Jaén,2 baños,,Media,,1994,Andalucía,,es,2024-09-06 11:53:20,10000.00
586796,,venta,,C. Castillo de Jaén,"278,42 kW h/m&sup2; año",3 dorm.,37000,Jaén,,,Media,,1900,Andalucía,e,es,2024-06-26 11:14:21,94.00
579105,,venta,,C. Vacas,,,18500,Jaén,1 baño,,Media,,1965,Andalucía,,es,2024-04-23 11:28:07,136.00
582481,,venta,,C. Llana de San Juan,"357,7 kW h/m&sup2; año",3 dorm.,47000,Jaén,1 baño,,De época,,1940,Andalucía,f,es,2024-05-13 13:12:29,143.00
585416,,venta,,C. Elvin,"279,40 kW h/m&sup2; año",4 dorm.,45500,Jaén,2 baños,,De época,,1940,Andalucía,e,es,2024-06-28 17:23:32,222.00
589632,Jaén,venta,,C. Hornos Mírez,"437,29 kW h/m&sup2; año",3 dorm.,47500,Jaén,1 baño,,Popular,,1955,Andalucía,f,es,2024-07-18 10:49:46,116.00
593484,,venta,,C. Bobadilla Alta,"352,4 kW h/m&sup2; año",3 dorm.,85500,Jaén,2 baños,,Popular,Independiente (Gas),2007,Andalucía,f,es,2024-09-06 11:50:34,62.00
567909,,venta,,Calle Compañía,"109,03 kWh/m&sup2; año",4 dorm.,112000,Jaén,2 baños,,Media,,1950,Andalucía,c,es,2023-12-20 11:58:48,278.00
581302,,venta,,Calle Santiago,,2 dorm.,44900,Jaén,1 baño,,Media,,1940,Andalucía,,es,2024-05-13 18:38:21,50.00
365749,,venta,,Callejón los Mártires,"301,91 kW h/m&sup2; año",3 dorm.,93000,Jaén,1 baño,,Media,,1950,Andalucía,e,es,2022-11-28 11:00:15,167.00
585126,,venta,,C. Positillo,,3 dorm.,47900,Jaén,1 baño,,De época,,1940,Andalucía,,es,2024-06-07 10:42:21,163.00
588665,,venta,,Calle arrastradero,,,87200,Jaén,2 baños,,Media,,1950,Andalucía,,es,2024-09-05 19:25:24,163.00
573321,Jaén,venta,,C. la Corona,,2 dorm.,77500,Jaén,3 baños,,Media,,1964,Andalucía,,es,2024-02-15 13:03:30,69.00
591827,Marmoles - Bailen - Trinidad,venta,,C. Eduardo Bayo,"93,99 kWh/m&sup2; año",4 dorm.,365000,Málaga,2 baños,,Media,,1944,Andalucía,d,es,2024-08-30 19:32:17,173.00
599456,Pedregalejo,venta,,Calle bolivia,"110,5 kW h/m&sup2; año",2 dorm.,310000,Málaga,1 baño,,De época,,1936,Andalucía,e,es,2024-10-29 11:49:02,65.00
589280,Jardín Botánico - Sagrada Família,venta,,Calle Dr. Carrión Pérez,"105,3 kW h/m&sup2; año",2 dorm.,120000,Málaga,2 baños,,Media,,1968,Andalucía,d,es,2024-07-16 19:09:24,96.00
598327,Puerto De La Torre,venta,,C. Balzac,"93,8 kWh/m&sup2; año",3 dorm.,350000,Málaga,2 baños,2 (planta media),Popular,Independiente,1990,Andalucía,d,es,2024-10-18 19:28:36,172.00
572249,Eugenio Gross - Echevarria,venta,,C. Eloy Sebastián Fraile,"93,99 kWh/m&sup2; año",4 dorm.,349000,Málaga,2 baños,,Media,,1944,Andalucía,d,es,2024-02-02 20:08:24,185.00
597752,Puerto De La Torre,venta,,C. Gavilán,"55,3 kW h/m&sup2; año",3 dorm.,360000,Málaga,2 baños,,Popular,,1998,Andalucía,c,es,2024-10-18 14:01:15,275.00
588362,Eugenio Gross - Echevarria,venta,,C. Manuel Aparicio,"93,99 kW h/m&sup2; año",3 dorm.,262000,Málaga,1 baño,,Media,,1954,Andalucía,d,es,2024-07-05 10:50:55,78.00
589416,Ortega Y Gasset,venta,,C. Irlanda,"128,5 kWh/m&sup2; año",3 dorm.,378000,Málaga,3 baños,Baja,Media,,2005,Andalucía,e,es,2024-10-25 11:10:34,102.00
593102,Ortega Y Gasset,venta,,C. Río Távora,"74,7 kWh/m&sup2; año",4 dorm.,369000,Málaga,3 baños,,Popular,,1997,Andalucía,d,es,2024-10-25 11:10:02,214.00
592218,Puerto De La Torre,venta,,Fortunata y Jacinta,"81,12 kWh/m&sup2; año",3 dorm.,250000,Málaga,1 baño,,Media,Independiente,2007,Andalucía,e,es,2024-09-03 11:35:03,119.00
594783,Ciudad Jardin Norte,venta,,C. Santillana,"100,1 kWh/m&sup2; año",4 dorm.,289900,Málaga,3 baños,Baja,Media,,1986,Andalucía,e,es,2024-10-11 09:09:31,270.00
595127,Carlos De Haya,venta,,Calle Tambre,,3 dorm.,380000,Málaga,2 baños,,Media,,1991,Andalucía,,es,2024-09-19 19:50:52,146.00
590046,El Palo,venta,,Av. Salvador Allende,"188,66 kWh/m&sup2; año",4 dorm.,350000,Málaga,2 baños,,Media,,1936,Andalucía,f,es,2024-08-05 19:39:07,84.00
593330,Ortega Y Gasset,venta,,C. Irlanda,"49,1 kW h/m&sup2; año",3 dorm.,550000,Málaga,2 baños,Baja,Popular,,2007,Andalucía,c,es,2024-09-10 17:47:33,130.00
533924,Cerro Del Aguila,venta,,Calle alvarez benavides,171 kWh/m&sup2; año,2 dorm.,179990,Sevilla,1 baño,Planta baja,Media,,1952,Andalucía,e,es,2024-10-02 17:55:51,140.00
597337,Torreblanca,venta,,Calle Torrepalma,,,126500,Sevilla,2 baños,Baja,Media,,1984,Andalucía,,es,2024-10-10 17:32:36,173.00
593270,Cerro Del Aguila,venta,,C. Diamantino García Acosta,"259,49 kWh/m&sup2; año",2 dorm.,289990,Sevilla,1 baño,2 (planta planta baja),Señorial,,1994,Andalucía,g,es,2024-09-03 13:13:42,244.00
581171,Palmete - La Negrilla,venta,,Calle Puebla de Cazalla,,3 dorm.,120000,Sevilla,2 baños,,Popular,,1980,Andalucía,,es,2024-10-08 13:47:19,158.00
595348,Palmete - La Negrilla,venta,,Calle Serenidad,,3 dorm.,117260,Sevilla,2 baños,,Media,,1984,Andalucía,,es,2024-10-08 13:46:36,135.00
599608,Palmete - La Negrilla,venta,,Calle Generosidad,,,110000,Sevilla,2 baños,,Popular,Independiente,1981,Andalucía,,es,2024-10-30 10:46:57,139.00
599292,Oliva - Tiro De Linea,venta,,Calle Écija,,,200000,Sevilla,1 baño,,Popular,,1945,Andalucía,,es,2024-10-29 20:07:38,78.00
598539,Torreblanca,venta,,Calle Torrejoncillo,,,59900,Sevilla,1 baño,Baja,De época,,1971,Andalucía,,es,2024-10-22 19:16:00,89.00
593912,Torreblanca,venta,,Calle Torrenueva,,,157000,Sevilla,2 baños,Baja,Media,,1975,Andalucía,,es,2024-09-11 18:04:29,294.00
597213,Macarena - León XIII - Pio XII,venta,,Calle Almensilla,"180,75 kW h/m&sup2; año",5 dorm.,399999,Sevilla,2 baños,,Popular,,1959,Andalucía,e,es,2024-10-17 17:41:16,145.00
594172,Torreblanca,venta,,Calle Torresandino,,,129000,Sevilla,2 baños,2,Señorial,,1970,Andalucía,,es,2024-09-11 17:36:41,225.00
579034,Su Eminencia ,venta,,Calle  Virgen de la Saletta,"245,13 kW h/m&sup2; año",2 dorm.,49900,Sevilla,1 baño,,Señorial,,1955,Andalucía,f,es,2024-04-16 17:35:16,57.00
598309,Pino Montano - Los Oficios Y Mares,venta,,Calle Linaria,,4 dorm.,255000,Sevilla,2 baños,,Popular,,2010,Andalucía,,es,2024-10-17 13:23:21,200.00
549014,Cerro Del Aguila,venta,,Calle Párroco Antonio Gómez Villalobos,"197,87 kW h/m&sup2; año",5 dorm.,325000,Sevilla,3 baños,2,Popular,,1970,Andalucía,e,es,2023-06-07 18:09:46,232.00
593723,Bellavista - Jardines De Hercules,venta,,C. Borja,,3 dorm.,109900,Sevilla,1 baño,,Media,,1950,Andalucía,,es,2024-10-23 10:54:42,76.00
577080,Las Fuentes,venta,,C. de José Ramírez,,5 dorm.,290000,Zaragoza,3 baños,,Señorial,Independiente (Gas),1995,Aragón,,es,2024-03-20 20:33:08,250.00
591933,Casetas,venta,,Cl. Mayor,,3 dorm.,257000,Zaragoza,2 baños,,Media,Independiente,1990,Aragón,,es,2024-09-19 19:25:28,178.00
592229,Picarral,venta,,Calle Monte Perdido,"212,5 kW h/m&sup2; año",,366000,Zaragoza,2 baños,,Popular,Independiente (Radiadores),1993,Aragón,e,es,2024-09-16 19:01:08,320.00
507776,San Jose,venta,,Av. de San José,,4 dorm.,210000,Zaragoza,1 baño,,Popular,,1950,Aragón,,es,2024-04-10 19:14:13,124.00
575371,Miralbueno,venta,,Camino del Pilón,"131,8 kW h/m&sup2; año",4 dorm.,390000,Zaragoza,3 baños,Baja,Media,Independiente (A Gasoil),1998,Aragón,c,es,2024-03-06 17:03:52,248.00
596969,La Cuesta,venta,,Calle el Tanque,102 kWh/m&sup2; año,3 dorm.,170000,Santa Cruz De Tenerife,2 baños,,Popular,,1962,Canarias,g,es,2024-10-14 14:08:31,100.00
597361,Santa Cruz De Tenerife,venta,,Pasaje Draguillo,150 kWh/m&sup2; año,3 dorm.,110000,Santa Cruz De Tenerife,1 baño,,Popular,Independiente (Solar),1989,Canarias,g,es,2024-10-16 11:11:30,160.00
595792,Santa Cruz De Tenerife,venta,,Pje. de Gaspar Fernández,"74,50 kWh/m&sup2; año",7 dorm.,670000,Santa Cruz De Tenerife,4 baños,,Señorial,,1999,Canarias,e,es,2024-10-11 20:20:12,380.00
597209,Santa Cruz De Tenerife,venta,,C. Tangara,159 kWh/m&sup2; año,9 dorm.,160000,Santa Cruz De Tenerife,3 baños,,Media,,1968,Canarias,g,es,2024-10-16 11:54:16,297.00
595737,Santa Cruz De Tenerife,venta,,C. Antonio Saro,,,72000,Santa Cruz De Tenerife,,2,Popular,,1980,Canarias,,es,2024-10-23 21:57:49,90.00
590005,Cruz Del Señor,venta,,Calle Isla de La Gomera,98 kW h/m&sup2; año,3 dorm.,129900,Santa Cruz De Tenerife,1 baño,,Señorial,,1961,Canarias,g,es,2024-10-24 14:13:13,112.00
594483,La Salle,venta,,C. Castellon de la Plana,132 kW h/m&sup2; año,,239200,Santa Cruz De Tenerife,1 baño,,Media,,1939,Canarias,g,es,2024-10-11 20:49:38,90.00
599605,La Victoria ,venta,,Don Juan Bravo,81 kW h/m&sup2; año,4 dorm.,159900,Valladolid,2 baños,Baja,Popular,Independiente (Geotérmica),2009,Castilla Y León,c,es,2024-10-31 17:44:02,140.00
597383,Santa Clara ,venta,,C. Valoria,"362,00 kW h/m&sup2; año",3 dorm.,114900,Valladolid,1 baño,,Popular,Independiente (Gas),1958,Castilla Y León,e,es,2024-10-29 18:17:02,91.00
596363,La Victoria ,venta,,Subida Fuente el Sol,,3 dorm.,95000,Valladolid,,Baja,Popular,,1940,Castilla Y León,,es,2024-09-30 20:50:02,145.00
597944,Pajarillos ,venta,,Rincon Del Esgueva,412 kW h/m&sup2; año,3 dorm.,69900,Valladolid,1 baño,Baja,Media,,1936,Castilla Y León,f,es,2024-10-21 20:46:35,60.00
575545,Barrio España ,venta,,C. Alcarria,"498,2 kWh/m&sup2; año",4 dorm.,154900,Valladolid,2 baños,Baja,Popular,,1960,Castilla Y León,g,es,2024-03-15 13:27:02,150.00
594542,Barrio España ,venta,,C. Alcarria,,,63900,Valladolid,1 baño,Baja,Popular,,1940,Castilla Y León,,es,2024-09-23 12:43:25,96.00
590165,Parquesol,venta,,Calle Mariano de los Cobos,176 kWh/m&sup2; año,4 dorm.,299900,Valladolid,3 baños,,Señorial,Independiente (Eléctrica),1988,Castilla Y León,d,es,2024-09-20 17:25:26,243.00
585048,Parquesol,venta,,Calle Compositor Facundo Viña,155 kWh/m&sup2; año,4 dorm.,285000,Valladolid,3 baños,,Media,Independiente (Gas),2001,Castilla Y León,d,es,2024-06-08 13:06:06,174.00
579879,La Rubia,venta,,Avenida Cedro,"233,95 kWh/m&sup2; año",5 dorm.,299900,Valladolid,3 baños,71 (planta planta baja),Media,"Independiente (Chimenea, A Gasoil)",1980,Castilla Y León,g,es,2024-05-03 19:04:01,284.00
593138,La Rubia,venta,,Calle Hoyo de la arena,250 kWh/m&sup2; año,4 dorm.,179000,Valladolid,2 baños,,Popular,Independiente,1995,Castilla Y León,e,es,2024-08-29 19:10:53,241.00
558966,Parquesol,venta,,C. Compositor Facundo Viña,351 kWh/m&sup2; año,5 dorm.,399900,Valladolid,3 baños,,Señorial,Independiente (Gas),2006,Castilla Y León,e,es,2023-09-22 15:28:31,276.00
585985,Parquesol,venta,,Calle de Miriam Blasco,98 kWh/m&sup2; año,4 dorm.,399900,Valladolid,3 baños,,Señorial,Independiente (Gas),1998,Castilla Y León,c,es,2024-07-01 19:28:08,234.00
552256,4 Marzo - La Farola,venta,,Calle del Sol,,3 dorm.,75000,Valladolid,1 baño,Planta baja,Popular,,1952,Castilla Y León,,es,2024-02-22 11:51:58,71.00
518282,4 Marzo - La Farola,venta,,Calle del Sol,,,84900,Valladolid,,,Popular,,1928,Castilla Y León,,es,2023-01-24 12:46:22,114.00
598563,Avenida De Europa - San Antón - Plaza De Toros,venta,,C. Perala,"228,5 kWh/m&sup2; año",4 dorm.,245990,Toledo,2 baños,,Media,Independiente (A Gasoil),1965,Castilla-La Mancha,e,es,2024-10-31 11:32:08,100.00
595928,Casco Histórico,venta,,Cta. San Justo,"335,1 kW h/m&sup2; año",7 dorm.,229990,Toledo,2 baños,,De época,Independiente,1880,Castilla-La Mancha,f,es,2024-10-04 19:39:54,214.00
596993,Buenavista - Av. Irlanda,venta,,C. Rodrigo de la Fuente,"190,2 kW h/m&sup2; año",3 dorm.,319999,Toledo,,,Popular,Independiente (Gas),2005,Castilla-La Mancha,e,es,2024-10-11 19:18:21,190.00
563769,Casco Histórico,venta,,Bajada Barco,"179,7 kWh/m&sup2; año",3 dorm.,120000,Toledo,2 baños,,Media,,1900,Castilla-La Mancha,e,es,2023-11-30 16:57:52,108.00
589603,Casco Histórico,venta,,C. de la Retama,"303,3 kW h/m&sup2; año",1 dorm.,85000,Toledo,1 baño,,De época,,1900,Castilla-La Mancha,e,es,2024-08-10 10:26:10,52.00
596462,Casco Histórico,venta,,C. Cristo de la Calavera,"405,90 kW h/m&sup2; año",2 dorm.,159990,Toledo,2 baños,,De época,Independiente (Eléctrica),1880,Castilla-La Mancha,g,es,2024-10-15 16:39:46,133.00
595210,Casco Histórico,venta,,C. San Cipriano,"335,1 kW h/m&sup2; año",3 dorm.,210000,Toledo,1 baño,,Media,Independiente (A Gasoil),1900,Castilla-La Mancha,f,es,2024-09-24 20:37:56,226.00
578943,Casco Histórico,venta,,Callejón Recogidas,"145,45 kW h/m&sup2; año",6 dorm.,74900,Toledo,3 baños,,Media,,1880,Castilla-La Mancha,e,es,2024-07-25 17:33:03,283.00
577549,Santa Barbara,venta,,C. Cuestas,110 kW h/m&sup2; año,,109990,Toledo,,,De época,,1930,Castilla-La Mancha,f,es,2024-04-10 13:04:13,347.00
571056,Casco Histórico,venta,,Calle de la Sal,"178,8 kW h/m&sup2; año",3 dorm.,104990,Toledo,1 baño,,Popular,,1970,Castilla-La Mancha,e,es,2024-07-09 09:53:32,105.00
575927,Casco Histórico,venta,,C. Cristo de la Calavera,"149,5 kW h/m&sup2; año",12 dorm.,139990,Toledo,1 baño,,Media,,1900,Castilla-La Mancha,e,es,2024-03-12 11:27:10,324.00
531941,Zona Franca,venta,,Carrer L'Aviador Ruiz de Alda,126 kWh/m&sup2; año,4 dorm.,305000,Barcelona,3 baños,,De época,,1912,Cataluña,d,es,2022-12-27 12:48:47,215.00
591377,El Guinardó,venta,,Carrer de Llobet I Vall-llosera,168 kWh/m&sup2; año,5 dorm.,599000,Barcelona,2 baños,Baja,Popular,,1957,Cataluña,e,es,2024-08-05 13:36:04,224.00
595106,Verdun,venta,,Carrer de Viladrosa,220 kW h/m&sup2; año,6 dorm.,575000,Barcelona,4 baños,,Popular,,1994,Cataluña,e,es,2024-09-18 20:29:11,526.00
588513,Porta,venta,,Carrer de Santanyí,200 kW h/m&sup2; año,7 dorm.,480000,Barcelona,2 baños,,Señorial,centralizada (Radiadores),1954,Cataluña,e,es,2024-07-06 12:53:17,206.00
588111,Horta,venta,,Carrer dels Consorts Sans Bernet,,,650000,Barcelona,,Baja,Popular,,2024,Cataluña,,es,2024-07-11 13:22:28,107.00
582546,Plaça Maragall,venta,,Passatge Compañyia,450 kW h/m&sup2; año,4 dorm.,280000,Barcelona,1 baño,1 (planta baja),Media,,1930,Cataluña,g,es,2024-05-13 17:54:22,150.00
587754,,venta,,Camí de Terres Cavades,264 kW h/m&sup2; año,4 dorm.,255000,Tarragona,2 baños,,Media,centralizada,1985,Cataluña,g,es,2024-07-10 13:22:14,250.00
591752,Alameda De Osuna,venta,,P.º de la Alameda de Osuna,189 kWh/m&sup2; año,4 dorm.,1350000,Madrid,2 baños,,Señorial,Independiente (Gas),1980,Comunidad De Madrid,e,es,2024-08-19 12:14:56,822.00
535085,Montecarmelo,venta,,C. Arbucias,272 kWh/m&sup2; año,3 dorm.,810000,Madrid,4 baños,Media,Popular,"centralizada (Chimenea, Gas)",2003,Comunidad De Madrid,e,es,2023-01-30 10:51:04,236.00
596097,Barajas,venta,,Calle de las Poderosas,,2 dorm.,180000,Madrid,1 baño,,Señorial,,1900,Comunidad De Madrid,,es,2024-10-16 09:39:23,79.00
599084,Carabanchel Alto,venta,,C. Piqueñas,,3 dorm.,450000,Madrid,2 baños,,Popular,,1934,Comunidad De Madrid,,es,2024-10-25 11:00:04,260.00
573269,Salvador - Arturo Soria,venta,,C. de Teseo,"282,3 kWh/m&sup2; año",4 dorm.,1300000,Madrid,5 baños,,Señorial,Independiente (Gas),1977,Comunidad De Madrid,e,es,2024-07-10 11:00:00,339.00
593286,Villaverde Alto,venta,,Plaza parvillas,50 kW h/m&sup2; año,4 dorm.,390000,Madrid,2 baños,Baja,Media,,1956,Comunidad De Madrid,d,es,2024-09-27 10:55:10,144.00
598256,,venta,,C. de Gomeznarro,306 kWh/m&sup2; año,,429000,Madrid,1 baño,,Popular,Independiente,2003,Comunidad De Madrid,e,es,2024-10-16 20:07:06,90.00
596758,Madrid,venta,,Calle Ribera del Manzanares,,3 dorm.,719000,Madrid,1 baño,Media,Media,Independiente (Gas),1940,Comunidad De Madrid,,es,2024-10-09 12:56:41,103.00
584104,Ciudad Pegaso,venta,,C. Nueve,598 kWh/m&sup2; año,4 dorm.,500000,Madrid,1 baño,,Media,,1959,Comunidad De Madrid,d,es,2024-05-30 09:39:21,156.00
585403,Villaverde Alto,venta,,C. Alberto Palacios,50 kW h/m&sup2; año,,159000,Madrid,1 baño,,Popular,,1930,Comunidad De Madrid,d,es,2024-09-24 18:15:44,62.00
590065,Aravaca,venta,,C. Fernando Oriol,,4 dorm.,900000,Madrid,4 baños,Baja,Popular,,1978,Comunidad De Madrid,,es,2024-07-31 12:58:33,265.00
594065,,venta,,C. del Santo Ángel,"328,3 kWh/m&sup2; año",7 dorm.,1890000,Madrid,,,Media,Independiente (Gas),2003,Comunidad De Madrid,f,es,2024-09-11 19:55:12,454.00
590404,San Blas - Canillejas,venta,,Calle Versalles,,3 dorm.,730000,Madrid,3 baños,,Popular,,2002,Comunidad De Madrid,,es,2024-07-30 23:59:55,192.00
579293,San Diego,venta,,C. Carlos Aurioles,344 kWh/m&sup2; año,2 dorm.,117000,Madrid,,Baja,Popular,,1978,Comunidad De Madrid,g,es,2024-04-11 17:31:45,30.00
576560,,venta,,C. Castromonte,,3 dorm.,490000,Madrid,2 baños,Baja,Popular,,1958,Comunidad De Madrid,,es,2024-07-02 17:48:27,80.00
587412,San Blas,venta,,C. Magistral Segura,,3 dorm.,290000,Alicante,2 baños,,Señorial,,1950,Comunidad Valenciana,,es,2024-06-27 18:19:27,228.00
583944,Los Ángeles,venta,,C. Río Misisipi,238 kWh/m&sup2; año,2 dorm.,249900,Alicante,1 baño,,Media,,1980,Comunidad Valenciana,e,es,2024-05-24 18:56:00,147.00
590166,Fonteta - Hnos Maristas,venta,,Ctra. del Pi,,6 dorm.,380000,Valencia,2 baños,,Señorial,,1890,Comunidad Valenciana,,es,2024-07-24 10:11:17,2400.00
588676,San Roque,venta,,C. Herradura,,5 dorm.,35000,Badajoz,1 baño,,Señorial,,1999,Extremadura,,es,2024-10-31 20:25:38,175.00
596593,Estacion De Autobuses,venta,,C. San Vicente de Paul,,,24900,Badajoz,1 baño,,Popular,,1990,Extremadura,,es,2024-10-31 11:11:32,100.00
560052,San Roque,venta,,C. Caballero Villarroel,,5 dorm.,41900,Badajoz,2 baños,,Señorial,,1960,Extremadura,,es,2024-03-01 10:20:59,161.00
565362,San Roque,venta,,C. Caballero Villarroel,,,42000,Badajoz,2 baños,,Señorial,,1960,Extremadura,,es,2024-10-31 09:52:15,80.00
